"Start Time","End Time","Text","Layer ID"
"01;08;57;06","01;09;01;25","They, the lumberjacks, were servedfood on tin cups and tinplate.","1"
"01;09;02;19","01;09;04;05","There were no showers.","1"
"01;09;04;05","01;09;07;05","They had to find their own waterto shower.","1"
"01;09;07;06","01;09;09;21","My dad said the bedbugs were so bad.","1"
"01;09;09;21","01;09;11;28","Sometimes you have to go out","1"
"01;09;11;28","01;09;15;05","in out of the bunkhouse to sleepjust to get away from the bedbugs.","1"
"01;09;15;19","01;09;19;10","And these lumberjacksgo from camp to camp with their packs, ax.","1"
"01;09;19;21","01;09;23;23","And if they had to have their own bedroll,and then they had to go down","1"
"01;09;23;23","01;09;28;17","to the horse barn to get straw,to put on the flat surface for a bed,","1"
"01;09;29;17","01;09;31;00","and they finally had a strike.","1"
"01;09;31;00","01;09;35;14","In fact, my mother had to go throughthe picket line at the Pierce divide","1"
"01;09;35;21","01;09;38;21","to get to the hospital to have me and.","1"
"01;09;39;11","01;09;44;01","But after that they had ceramic dinnerwhere they had every,","1"
"01;09;44;01","01;09;47;04","every bunkhouse was fumigated for bedbugs,","1"
"01;09;47;23","01;09;50;08","they had showers and they had toilets.","1"
"01;09;50;08","01;09;53;01","So it was a it was a huge difference.","1"
"01;09;53;01","01;09;55;24","And then the pay almost doubled","1"
"01;09;55;24","01;09;58;24","and it went from 12 hours.","1"
"01;09;58;27","01;10;01;27","I forget it was usually 12 hours,six days a week.","1"
"01;10;02;12","01;10;04;21","And I'm not sure justwhen it went to eight hours.","1"
"01;10;04;21","01;10;09;07","And I mean in the 30s, I thinkwith the fair labor relations there.","1"
"01;10;10;14","01;10;11;01","And that was.","1"
"01;10;11;01","01;10;13;01","The the IWW that was organizing.","1"
"01;10;13;01","01;10;14;12","The IWW.","1"
"01;10;14;12","01;10;16;15","Yeah,","1"
"01;10;16;15","01;10;17;03","yeah.","1"
"01;10;17;03","01;10;19;06","The Wobblies","1"
"01;10;19;06","01;10;22;01","was not just the Lumberjackswent on strike that year.","1"
"01;10;22;01","01;10;25;08","The longshoreman on the coast,the seaman all went on strike.","1"
"01;10;25;08","01;10;27;25","It was a major, major strike.","1"
"01;10;27;25","01;10;31;21","And that's when they called the governor,called out the National Guard","1"
"01;10;32;16","01;10;33;29","and quelled the strike","1"
"01;10;35;13","01;10;35;24","coming.","1"
"01;10;35;24","01;10;38;08","The miners were from all over.","1"
"01;10;38;08","01;10;39;27","In fact, in Pierce,","1"
"01;10;39;27","01;10;43;22","during the mining days,there were a lot of Southerners because.","1"
"01;10;45;26","01;10;48;14","The Civil War was going on,","1"
"01;10;48;14","01;10;51;04","and a lot of Missouri,I think, was a free state.","1"
"01;10;51;04","01;10;53;28","And a lot of the peoplein some of these border states","1"
"01;10;53;28","01;10;55;27","didn't want to fight for the Union.","1"
"01;10;55;27","01;10;59;06","So they came west to escape conscriptioninto the","1"
"01;10;59;20","01;11;02;09","into the Union army.","1"
"01;11;02;09","01;11;04;21","And then they got in a lot of fights here","1"
"01;11;04;21","01;11;07;23","with the with the peoplethat were supporting the union.","1"
"01;11;08;04","01;11;10;22","It was a very divided","1"
"01;11;10;22","01;11;12;09","mining camp here,","1"
"01;11;12;09","01;11;15;15","and a lot of struggles between the,the Confederate, those","1"
"01;11;15;15","01;11;18;27","who were sympathetic to the Confederacyand those who were Union rights.","1"
"01;11;20;02","01;11;22;12","Basically,the only people populating north","1"
"01;11;22;12","01;11;25;12","central Idaho at that timewas the Nez Perce tribe.","1"
"01;11;26;05","01;11;29;05","And up in Walla Walla,you had the Cayuse tribe,","1"
"01;11;29;14","01;11;32;11","and you had the Palouse tribe and that.","1"
"01;11;32;11","01;11;36;03","But basically it was all Native Americans,","1"
"01;11;36;21","01;11;41;21","and they put the gold discoveriesdead as they brought in the","1"
"01;11;42;29","01;11;44;18","miners, which were","1"
"01;11;44;18","01;11;48;13","people that wereand basically it was very unpopular","1"
"01;11;48;16","01;11;53;08","because theythey created the reservations in 19 1840.","1"
"01;11;54;05","01;11;57;23","And then they were the whiteswere coming in to the reservations.","1"
"01;11;58;05","01;12;00;07","And we're not supposed to be here.","1"
"01;12;00;07","01;12;03;03","So it was a it was a very, very tense","1"
"01;12;03;03","01;12;06;07","time with the native tribes they created.","1"
"01;12;06;13","01;12;09;06","Headquarters was company owned town.","1"
"01;12;09;06","01;12;12;27","Pierce had a lot of it basically dependedon the logging industry.","1"
"01;12;13;14","01;12;16;14","We IPE, on the otherhand, was more farming and ranching.","1"
"01;12;17;14","01;12;20;12","It is the economy in this part of Idaho.","1"
"01;12;20;12","01;12;23;12","If it weren't for the logging industry,there would be no economy at all.","1"
"01;12;24;13","01;12;27;13","Clearwater County large.","1"
"01;12;28;02","01;12;28;16","Yeah.","1"
"01;12;28;16","01;12;32;01","In Lake Countyyou have quite a bit of timber land,","1"
"01;12;32;01","01;12;36;14","but it's basically agricultural,as is Louis County, but.","1"
"01;12;36;21","01;12;40;07","And Nez Perce County,but Clearwater County, where we are today,","1"
"01;12;41;02","01;12;43;16","there is no economy other than logging.","1"
"01;12;44;20","01;12;46;08","The only thing besides that","1"
"01;12;46;08","01;12;49;08","Naafi, though, is the penitentiaryin the State Hospital North.","1"
"01;12;49;20","01;12;52;20","Those are the other two major employers,except for that.","1"
"01;12;52;24","01;12;56;03","So logging,one of the things you find with loggers,","1"
"01;12;56;03","01;12;59;07","they're they're very hardworking,very decent,","1"
"01;12;59;16","01;13;02;11","but very independent people.","1"
"01;13;02;11","01;13;05;11","They tend to have a masterof their own drums.","1"
"01;13;05;18","01;13;07;15","God bless them for doing it.","1"
"01;13;07;15","01;13;10;15","There's no herd mentalityin the logging industry.","1"
"01;13;10;18","01;13;14;21","Everybody knows who they are and what theywant to be and what they're going to do.","1"
"01;13;15;14","01;13;19;15","And it's a it's a joyto be around the loggers.","1"
"01;13;21;03","01;13;24;10","It's gone from horses to used to have.","1"
"01;13;24;13","01;13;25;28","You'd have a horse,","1"
"01;13;25;28","01;13;29;15","you have a teamster with a horse,you'd have two sawyers, 12","1"
"01;13;29;15","01;13;34;15","to crosscut saw, you'd have a personwho would dig down a scale","1"
"01;13;34;15","01;13;38;00","and start talking in a wetter downto get to the low down on the","1"
"01;13;38;21","01;13;39;29","as low as you can on a track.","1"
"01;13;39;29","01;13;41;02","You don't want to waste that word.","1"
"01;13;41;02","01;13;44;24","You wanted a low, low stomp, and you had,","1"
"01;13;46;04","01;13;47;28","the people that were","1"
"01;13;47;28","01;13;51;08","at the landingswhere they'd log all the logs into","1"
"01;13;51;25","01;13;54;27","where they could either be into the flumesto take them down to the river","1"
"01;13;55;07","01;13;59;25","or onto a loading rampto be fully loaded onto the railroad cars.","1"
"01;14;01;10","01;14;03;14","Now they have one machine that cuts","1"
"01;14;03;14","01;14;09;02","the log, cuts the tree, customcuts limbs off, cut them in the logs","1"
"01;14;09;02","01;14;13;16","and logs them so they that onemachine is replaced, probably 6 or 7","1"
"01;14;14;18","01;14;18;05","loggers that would have been involvedin that process","1"
"01;14;18;18","01;14;22;02","before that mechanize, mechanizationof the logging took place.","1"
"01;14;22;26","01;14;24;02","They, they","1"
"01;14;24;02","01;14;28;07","in this area, they've clearcut everythingin their plantings, some of it back.","1"
"01;14;28;07","01;14;31;25","But basically we've gone from a forestto basically","1"
"01;14;31;25","01;14;36;00","an agricultural situationto just growing trees as a crop.","1"
"01;14;36;17","01;14;40;21","So the idea of a forest is a forestthat supports wildlife, birds.","1"
"01;14;41;20","01;14;42;27","It's gone.","1"
"01;14;42;27","01;14;44;18","It's it's out the window.","1"
"01;14;44;18","01;14;49;01","And it's tragic because if it keeps up,there's going to be no economy","1"
"01;14;49;01","01;14;50;07","in Clearwater County.","1"
"01;14;50;07","01;14;52;07","There'll be no logs left.","1"
"01;14;52;07","01;14;55;23","And these these familiesthat depend on logging industry to","1"
"01;14;56;07","01;14;58;28","to surviveare going to be without any work.","1"
"01;14;58;28","01;15;02;18","And it's going to be a disasternot only economically for the people,","1"
"01;15;02;27","01;15;06;24","but it's a disaster ecologically.","1"
"01;15;07;06","01;15;07;16","Nope.","1"
"01;15;07;16","01;15;11;20","No trees, no canopy to filterthe sunlight going into the snow.","1"
"01;15;11;29","01;15;14;22","So we have a fast runoff. You get floods.","1"
"01;15;14;22","01;15;18;01","There are no trees for the burst to nestin, no trees for the beavers","1"
"01;15;18;01","01;15;21;14","to create damswith no cover for the animals.","1"
"01;15;22;00","01;15;25;06","It's it's an ecological disaster.","1"
"01;15;26;07","01;15;28;22","And you can quote me on that.","1"
"01;15;28;22","01;15;34;11","But file T Farnsworth was born and, in","1"
"01;15;35;12","01;15;37;19","Utah and Beaver County.","1"
"01;15;37;19","01;15;40;11","And if you go to Beaver County,","1"
"01;15;40;11","01;15;44;09","there is his grandfather was a facility.","1"
"01;15;44;10","01;15;45;06","Farnsworth.","1"
"01;15;45;06","01;15;49;26","So the they were very early pioneersand he was very active","1"
"01;15;49;26","01;15;53;01","in the county history of an area.","1"
"01;15;54;00","01;15;56;23","So his family moved up here","1"
"01;15;56;23","01;15;59;29","and they ran a farm east of hereand was the Clark area.","1"
"01;16;01;11","01;16;04;10","Very brilliant young man.","1"
"01;16;04;16","01;16;07;16","And when he was,","1"
"01;16;07;23","01;16;10;23","plowing, their field,","1"
"01;16;11;11","01;16;14;11","he got this idea about.","1"
"01;16;15;26","01;16;17;20","And so we went,","1"
"01;16;17;20","01;16;22;22","to school the next dayand talked to his chemistry teacher, Mr.","1"
"01;16;22;22","01;16;24;03","Tolan.","1"
"01;16;24;03","01;16;26;29","And on the blackboard he went through","1"
"01;16;26;29","01;16;29;29","and drew things and gave him his idea.","1"
"01;16;30;06","01;16;32;25","So that'swhere the Rigby connection comes in there.","1"
"01;16;32;25","01;16;33;29","He did not.","1"
"01;16;33;29","01;16;36;29","He only he did not graduatefrom the high school here.","1"
"01;16;37;08","01;16;42;08","He left probably a year or so after thatand was able to get funding.","1"
"01;16;42;08","01;16;44;12","And with a lab in San Francisco.","1"
"01;16;45;17","01;16;47;29","But when it came time","1"
"01;16;47;29","01;16;50;29","for,","1"
"01;16;53;12","01;16;56;19","To get the patent,you know, the laws of patents,","1"
"01;16;56;19","01;17;01;03","you have to be able to prove thatyour concept first one, you developed.","1"
"01;17;02;01","01;17;04;03","So they ask him, now what?","1"
"01;17;04;03","01;17;06;06","Who can we get?","1"
"01;17;06;06","01;17;10;14","So he had been back to this area,for all that time.","1"
"01;17;10;26","01;17;13;26","But he said my chemistry teacher.","1"
"01;17;13;29","01;17;15;24","And so they contact this","1"
"01;17;15;24","01;17;18;24","chemistry teacherwho was still teaching here,","1"
"01;17;19;05","01;17;20;11","and this was in the 30s.","1"
"01;17;20;11","01;17;25;17","He went and, he went to the patenthearing and had that patent here.","1"
"01;17;25;17","01;17;28;17","And he was able to go throughand on the board.","1"
"01;17;28;21","01;17;29;01","Sure.","1"
"01;17;29;01","01;17;32;01","Exactly what, file I had told him.","1"
"01;17;32;14","01;17;35;29","And so that's the groundsthat it got for the museum.","1"
"01;17;36;26","01;17;39;11","I mean, excuse me,that he got for the patent,","1"
"01;17;40;25","01;17;43;25","but, years later,","1"
"01;17;43;25","01;17;46;25","in the 1950s,","1"
"01;17;47;00","01;17;50;00","he wanted to, to recognize","1"
"01;17;50;01","01;17;52;26","the role that the community played.","1"
"01;17;52;26","01;17;56;12","So he came to Rigby and,","1"
"01;17;57;04","01;18;01;28","spoke in the, LDS Tabernacle here","1"
"01;18;03;00","01;18;06;20","and presented some of the original tubesto the high school.","1"
"01;18;07;19","01;18;11;15","And so I went to this high school,and in the library","1"
"01;18;11;15","01;18;15;08","there was this glass case,and in there there were,","1"
"01;18;16;11","01;18;18;26","those tubes.","1"
"01;18;18;26","01;18;22;05","And so that's where the, Ruby contact,","1"
"01;18;23;09","01;18;26;09","connection to file a T Farnsworth.","1"
"01;18;26;23","01;18;28;03","You know, he's one of those.","1"
"01;18;28;03","01;18;31;02","He was a brilliant man,","1"
"01;18;31;02","01;18;34;02","but he was not a very good businessman.","1"
"01;18;34;14","01;18;38;14","And like so many other brilliant man,they're not necessarily good businessmen.","1"
"01;18;38;27","01;18;41;29","So he never made much money offany of his inventions.","1"
"01;18;42;14","01;18;45;08","I mean, he made over a thousand of them.","1"
"01;18;47;14","01;18;49;05","So some of his materials","1"
"01;18;49;05","01;18;52;05","are in the Inventors Hall of Fameand so on.","1"
"01;18;53;01","01;18;57;01","So this is something that the communitywanted to do was to have something.","1"
"01;18;57;01","01;19;00;29","And so for years and yearsand years, they raised fun and and so on.","1"
"01;19;01;25","01;19;04;26","And, this is where it grew out of.","1"
"01;19;05;07","01;19;08;29","And we knew we didn't have enoughjust to do fill out in here.","1"
"01;19;08;29","01;19;11;07","So it was a, healing history.","1"
"01;19;11;07","01;19;14;07","So that's when the two groups,joined together.","1"
"01;19;14;24","01;19;17;26","His wife, Pam, lived in Salt Lake City.","1"
"01;19;19;02","01;19;21;28","And some of these items that we have,","1"
"01;19;21;28","01;19;24;11","I was a courier,","1"
"01;19;24;11","01;19;27;27","so I would go and pick up somethingto bring back to the museum,","1"
"01;19;29;04","01;19;32;11","because she lived on Garfield Street,which is on the SugarHouse area.","1"
"01;19;33;01","01;19;36;03","So I have been to her homea number of times.","1"
"01;19;36;03","01;19;40;08","And then her book, This Vision,which is a personal account","1"
"01;19;41;01","01;19;44;26","of because she was not only a wife,she was a partner.","1"
"01;19;45;07","01;19;48;10","So she was with themat every step of his inventions.","1"
"01;19;48;25","01;19;53;11","So it's a very personal account,unfortunately, and a much better editor,","1"
"01;19;54;16","01;19;56;14","because there's a lot of little things","1"
"01;19;56;14","01;20;00;11","that she made mistakes, thatif you had a good editor that was a cart","1"
"01;20;00;21","01;20;05;02","like Pearl Harbor Day is December7th, that December 8th.","1"
"01;20;05;12","01;20;07;10","Sure. But it is.","1"
"01;20;07;10","01;20;11;13","She tells a lot of stories that you'renot going to find in other sources.","1"
"01;20;12;06","01;20;15;20","So she visited,I think at least once here","1"
"01;20;15;20","01;20;18;20","she was in the, town parade.","1"
"01;20;18;28","01;20;22;21","And, and then mom and I had met her,","1"
"01;20;23;25","01;20;28;28","a number of times, so very nice lady.","1"
"01;20;28;28","01;20;30;20","She had a,","1"
"01;20;30;20","01;20;33;20","a basement full of whatever.","1"
"01;20;33;24","01;20;36;24","I mean, there is so many booksbecause, you know,","1"
"01;20;36;27","01;20;40;18","you know, professional people, they have","1"
"01;20;42;03","01;20;43;28","he has,","1"
"01;20;43;28","01;20;48;06","all these bound volumes of magazines,","1"
"01;20;48;28","01;20;52;16","chemistry magazinesand different science magazines and said.","1"
"01;20;52;28","01;20;55;19","So I went through a lot of things","1"
"01;20;56;20","01;20;59;10","and,","1"
"01;20;59;10","01;21;00;28","picking at what my, the","1"
"01;21;00;28","01;21;05;14","time I, she wanted, so","1"
"01;21;06;29","01;21;08;20","but she was very nice.","1"
"01;21;08;20","01;21;13;05","I'd met her, as I said, a number of times,and I would when they ran out of books","1"
"01;21;13;05","01;21;16;07","of decent vision, I'd go and pick up a box","1"
"01;21;16;26","01;21;20;01","because, they privately publish it.","1"
"01;21;20;01","01;21;23;12","They could, you know, I don't know if if,","1"
"01;21;25;14","01;21;27;29","a publisher wouldn't take it or whatever,","1"
"01;21;27;29","01;21;30;29","but since his death, of course, I've had,","1"
"01;21;32;09","01;21;35;09","at least six books written on him,","1"
"01;21;35;10","01;21;38;08","and, a lot of publishers doing it","1"
"01;21;38;08","01;21;42;03","with the way that the patterns for them,they were for a very short period of time.","1"
"01;21;42;03","01;21;46;09","Then World War Two cameand and for us was a horrible business.","1"
"01;21;46;10","01;21;48;27","And, and so RCA had the money","1"
"01;21;49;29","01;21;52;29","and, he sold a lot of his patterns for,","1"
"01;21;53;18","01;21;56;17","for below of whatthey should have been sold for.","1"
"01;21;57;05","01;22;00;17","I think that it's importantto find out where we've come from,","1"
"01;22;01;08","01;22;02;20","because I think if you don't know","1"
"01;22;02;20","01;22;05;20","where you've come from, it'sreally hard to know where you're going.","1"
"01;22;05;27","01;22;08;26","And certain thingsthat we've done in the past.","1"
"01;22;08;26","01;22;13;21","These are items that you can say, see,this is what we came, this is what we did,","1"
"01;22;14;04","01;22;16;05","and this is how the improvementsthat we made.","1"
"01;22;16;05","01;22;16;27","And, you know,","1"
"01;22;16;27","01;22;19;27","we've got here all these sewing machine,I mean, the washing machines here.","1"
"01;22;20;12","01;22;22;20","And you can see the for project.","1"
"01;22;22;20","01;22;23;21","Yeah.","1"
"01;22;23;21","01;22;26;23","Progress going through and how they went","1"
"01;22;26;23","01;22;29;26","from oneto the other and development in it.","1"
"01;22;30;08","01;22;34;08","So I think that's a way to reallyto show young people and that they can","1"
"01;22;34;11","01;22;38;15","what they can doand make an impact for what","1"
"01;22;38;15","01;22;42;02","you're doing today and find a new wayto grow it in the future.","1"
"01;22;42;16","01;22;44;23","And also, it's a way sometimes it's","1"
"01;22;45;24","01;22;48;22","finding ways of making things better.","1"
"01;22;48;22","01;22;49;21","This is a problem.","1"
"01;22;49;21","01;22;52;05","How do we find a solution for it?","1"
"01;22;52;05","01;22;55;09","And a lot of that goesnot only in having an idea","1"
"01;22;55;21","01;22;59;00","it's going through and seeingwhat other people have tried in the past.","1"
"01;23;00;29","01;23;03;12","And, because","1"
"01;23;03;12","01;23;08;04","it's not very often that you have someonethat comes with a totally, completely","1"
"01;23;08;09","01;23;12;02","original idea that no one's everthought of any way whatsoever.","1"
"01;23;12;13","01;23;15;14","What the way that there may bea portion of the story.","1"
"01;23;15;21","01;23;19;06","And that's a way with televisionthat, you know,","1"
"01;23;20;12","01;23;22;28","what he didwas something that was unique,","1"
"01;23;22;28","01;23;26;02","but he'd built uponwhat was done in the past.","1"
"01;23;26;25","01;23;29;10","Farnsworth was not born herein Rigby, Idaho.","1"
"01;23;29;10","01;23;32;28","He was born in Indian Creek, Utah,which is down near Beaver, Utah.","1"
"01;23;34;04","01;23;36;02","His family was farmers down there.","1"
"01;23;36;02","01;23;40;05","Farm ground down in that part of Utahis not the best.","1"
"01;23;40;29","01;23;43;28","And, his family moved up here","1"
"01;23;43;28","01;23;47;03","for a brief period of timeto try and better themselves.","1"
"01;23;47;27","01;23;51;14","Rogers was only actually here","1"
"01;23;51;14","01;23;55;10","about three years,and some time it was actually spent here.","1"
"01;23;55;27","01;23;58;27","It's ended there.","1"
"01;23;59;00","01;24;02;02","High school here in, in,","1"
"01;24;03;23","01;24;05;24","Rigby.","1"
"01;24;05;24","01;24;10;12","And, and and in 1922,when he was going to school here way,","1"
"01;24;11;10","01;24;14;10","he was.","1"
"01;24;14;21","01;24;17;21","As I was looking at some,","1"
"01;24;20;02","01;24;23;02","History that we had in, on the computer,","1"
"01;24;23;19","01;24;25;29","it was written by his wife","1"
"01;24;25;29","01;24;28;25","as he was listing the field,","1"
"01;24;28;25","01;24;31;25","he got the idea of how he couldproduce pictures electronically.","1"
"01;24;32;03","01;24;35;20","Well,they say that he was a recording engineer.","1"
"01;24;35;21","01;24;39;04","His wife was asking if he looked backand saw the various,","1"
"01;24;39;22","01;24;43;27","rows created by the disc in the field.","1"
"01;24;44;11","01;24;47;11","He thought he could produce pictureslike, chronically,","1"
"01;24;47;17","01;24;50;17","because we've been doing some studyingabout electrons and stuff","1"
"01;24;50;19","01;24;53;20","and do itone line at a time, very rapidly,","1"
"01;24;53;20","01;24;58;00","which is exactly how pictureswere originally made for television.","1"
"01;24;59;04","01;25;00;03","Well, he,","1"
"01;25;00;03","01;25;04;04","was talking with his, high schoolteacher, explaining","1"
"01;25;04;04","01;25;08;19","how he thought he could produce pictures, electronically, basically television.","1"
"01;25;09;11","01;25;12;25","And there's,he made a drawing on the chalkboard","1"
"01;25;12;25","01;25;17;16","for his teacher explaining basically, the camera to would work","1"
"01;25;18;16","01;25;23;13","and, as he was explaining that teachers","1"
"01;25;23;13","01;25;27;12","thought the idea could possibly work,he thought enough about it.","1"
"01;25;27;12","01;25;27;26","Wonder what","1"
"01;25;27;26","01;25;31;00","he made this drawing on the chalkboardin the high school for his teacher.","1"
"01;25;31;22","01;25;36;19","And, he, he left the classroom.","1"
"01;25;36;19","01;25;38;12","His teacher made a copy of that drawing.","1"
"01;25;38;12","01;25;39;21","They kept it.","1"
"01;25;39;21","01;25;42;21","And that became very importantfor Farnsworth later on,","1"
"01;25;43;06","01;25;46;06","Farnsworth applied for a patentfor that particular process.","1"
"01;25;46;14","01;25;51;07","He did receive the patent RCAwith electronic giant of the day.","1"
"01;25;51;26","01;25;55;12","And, they disputed his that they don't know.","1"
"01;25;55;12","01;25;56;22","We came up with the idea first.","1"
"01;25;59;00","01;26;02;02","Exactly what went to court on that?","1"
"01;26;03;29","01;26;06;28","His teacher found out what was going on","1"
"01;26;06;28","01;26;09;28","and actually went back and testifiedbefore the patent committee","1"
"01;26;10;12","01;26;13;10","as to the exact datethe Farnsworth came up with the idea.","1"
"01;26;13;10","01;26;15;19","So Farnsworthwas able to keep that pattern.","1"
"01;26;15;19","01;26;19;14","It ended up costing RCA $1 millionfor the use of that particular process.","1"
"01;26;20;01","01;26;22;19","He did create his own company.","1"
"01;26;22;19","01;26;26;09","He, entered the marketabout the worst thing","1"
"01;26;26;09","01;26;29;11","he could possibly enter the marketwith during the depression.","1"
"01;26;33;18","01;26;34;18","The first TV that","1"
"01;26;34;18","01;26;37;18","he produced actually was not produced herein Rigby, Idaho,","1"
"01;26;38;00","01;26;39;27","which trying to bethe birthplace of television","1"
"01;26;39;27","01;26;42;24","because he came up with the ideawhile he was here,","1"
"01;26;42;24","01;26;45;13","the first TV he producedwas not produced, ran.","1"
"01;26;45;13","01;26;48;13","It was produced in San Francisco,California,","1"
"01;26;48;20","01;26;51;06","where he received some financial backing.","1"
"01;26;51;06","01;26;55;12","There not necessarily exact tubesthat he would use.","1"
"01;26;55;22","01;26;58;23","The tubes that Farnsworth did presentfor the high school.","1"
"01;26;59;14","01;27;02;22","The first original tubes","1"
"01;27;03;14","01;27;06;01","are no longer here in Rigby.","1"
"01;27;06;01","01;27;08;26","They were in ourin our Rigby High School.","1"
"01;27;08;26","01;27;13;27","They were started in the library, in a special case in the in the library.","1"
"01;27;13;27","01;27;15;09","Rigby high school library,","1"
"01;27;17;19","01;27;19;28","years ago, there were some Vander","1"
"01;27;19;28","01;27;23;02","there was some vandalismtook place in the high school.","1"
"01;27;23;24","01;27;25;25","They did not touch the tubes.","1"
"01;27;25;25","01;27;29;09","The principal was very concernedthat that something might happen to him.","1"
"01;27;29;24","01;27;32;23","So he basically gave our tubes away.","1"
"01;27;32;23","01;27;35;07","They ended up in BYU. Provo.","1"
"01;27;35;07","01;27;39;08","His family moved back to the Provo,Utah area","1"
"01;27;40;01","01;27;44;00","from here, catch it right where it didnot graduate from high school here.","1"
"01;27;44;00","01;27;46;23","He actually graduated high schoolin Provo, Utah.","1"
"01;27;46;23","01;27;49;23","He did attend BrighamYoung University of Provo.","1"
"01;27;50;05","01;27;53;21","He had to drop out to helpto support his family financially.","1"
"01;27;54;14","01;27;57;07","Before he received his degree,","1"
"01;27;57;07","01;28;00;09","which was basically set up to,","1"
"01;28;01;03","01;28;02;25","display how","1"
"01;28;02;25","01;28;05;06","various communities around the area","1"
"01;28;05;06","01;28;08;06","would have looked, a number of years ago,","1"
"01;28;08;24","01;28;12;13","agricultural, when one area was,","1"
"01;28;13;11","01;28;17;01","Megan schoolslike, of course, the Rigby areas.","1"
"01;28;18;15","01;28;21;15","Was the Rigby area.","1"
"01;28;21;16","01;28;24;14","There's so many things in here that,","1"
"01;28;24;14","01;28;27;28","I, Enjoy.","1"
"01;28;28;22","01;28;32;14","I used a lot of the thingsthat were in here.","1"
"01;28;32;14","01;28;35;12","I'm not a young person by any means.","1"
"01;28;35;12","01;28;39;16","Most have seen that,we cleaned the sign outside of.","1"
"01;28;39;17","01;28;42;12","Rigby. Claims us to bethe birthplace of television.","1"
"01;28;42;12","01;28;45;15","So I enjoyed telling him whywe make that claim.","1"
"01;28;46;15","01;28;50;21","A lot of, the misconceptionthat Farnsworth was born here.","1"
"01;28;50;26","01;28;52;25","That is not the case.","1"
"01;28;52;25","01;28;55;03","They have a misconception","1"
"01;28;55;03","01;28;58;09","that the first TV he producedwas actually made here.","1"
"01;28;58;19","01;29;00;23","There again, that is not the case.","1"
"01;29;00;23","01;29;04;08","So it brings up the chanceto bring up some to clear up","1"
"01;29;04;08","01;29;07;08","some misconceptionsthat people have certainly.","1"
"01;29;08;03","01;29;13;03","Well, most of us watch TV and it wouldn'tbe here if it wasn't provided truth.","1"
"01;29;14;19","01;29;18;19","The snowplain, that's what they're called.","1"
"01;29;19;09","01;29;22;15","They were, never commercially produced.","1"
"01;29;23;06","01;29;26;06","The snow plane is does not fly.","1"
"01;29;26;17","01;29;28;10","It actually goes across the snow.","1"
"01;29;28;10","01;29;30;05","They work much like a swamp boat.","1"
"01;29;30;05","01;29;32;13","The propellers and the back of them.","1"
"01;29;32;13","01;29;36;21","And, as I said,they were never commercially produced.","1"
"01;29;37;13","01;29;40;18","Years ago, there was, in Roberts, Idaho.","1"
"01;29;40;18","01;29;42;09","They did a,","1"
"01;29;42;09","01;29;44;21","a chart of all","1"
"01;29;44;21","01;29;47;07","usually around the 1st of January,","1"
"01;29;47;07","01;29;49;25","and they would do various races and stuff.","1"
"01;29;49;25","01;29;53;21","And then those things were actually racedduring that carnival, along","1"
"01;29;53;21","01;29;57;17","with chariot races and all kinds of stuffthat went on during that.","1"
"01;29;59;09","01;30;02;09","This whole museum is basically things that","1"
"01;30;03;19","01;30;06;18","were used many years ago.","1"
"01;30;07;05","01;30;10;05","A lot of peoplehave we take them through here.","1"
"01;30;11;02","01;30;16;01","We take, school groups are usually in thein the spring, we do what we call","1"
"01;30;16;01","01;30;20;10","a treasure hunt, which gives them itemsto look for in these particular rooms.","1"
"01;30;21;01","01;30;24;22","And, one of the thingsthat I have to encourage you about is,","1"
"01;30;25;08","01;30;28;08","one of the things we have to look foris a hay knife.","1"
"01;30;28;09","01;30;30;14","Now, most people don'tknow what a hay knife is.","1"
"01;30;31;27","01;30;32;21","A hay knife was","1"
"01;30;32;21","01;30;35;21","used when the hay was not baled,","1"
"01;30;36;25","01;30;39;25","hay was cut and put in a loose stack.","1"
"01;30;40;09","01;30;44;26","The hay knife, if I had one, waswould be, I could show you.","1"
"01;30;45;15","01;30;48;21","But they had two handles onand they were used to cut a section","1"
"01;30;48;21","01;30;50;01","of hay out of that stack.","1"
"01;30;50;01","01;30;53;25","So, so that you could actually reada section of the livestock.","1"
"01;30;54;03","01;30;58;00","Otherwise it would mat downand be very hard to get out of the stack.","1"
"01;30;59;23","01;31;02;11","And there's just","1"
"01;31;02;11","01;31;05;11","basically a myriad of things","1"
"01;31;05;13","01;31;09;23","that in many cases are not reused anymore.","1"
"01;31;10;05","01;31;12;21","Couple of things that I","1"
"01;31;12;21","01;31;15;21","never thought would become obsoletein my lifetime","1"
"01;31;16;06","01;31;19;06","that I've used extensively.","1"
"01;31;19;12","01;31;21;29","And one of them is a film camera.","1"
"01;31;21;29","01;31;25;08","A film camerabasically is not used anymore,","1"
"01;31;26;16","01;31;29;16","and also a typewriter.","1"
"01;31;32;20","01;31;34;23","If you don't know what things are,","1"
"01;31;34;23","01;31;39;23","how are you going to improve on on thingslike these things, you know, about?","1"
"01;31;40;15","01;31;43;03","Because they weren't happywith the way things were.","1"
"01;31;43;03","01;31;44;23","So they made them better.","1"
